mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,D#_EbMajor_count,Eminor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,Gminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,Bminor_count,BMajor_count,Dminor_count,EMajor_count,A#/BbMajor_count,D#_Ebminor_count
ESFP,SP,esfp / 9w1🫶🏻,4KxhpQWr3nvz4Hxc3eBtiV,29,0.5222413793103449,0.1600987764681572,0.5207999999999999,0.2321899837879071,-9.252137931034484,3.3351090871443336,0.896551724137931,0.3099340466946034,0.0412137931034482,0.0201199567618452,0.379539724137931,0.3197749927472325,0.146051724137931,0.0782193373090314,0.4060586206896552,0.2826731523929073,123.7793448275862,27.45036009817912,0.197518588275862,0.295834558278636,0.0,4.0,0.0,3.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0
ESFP,SP,esfp kpop songs,2QBL8kpn2dxxoR0HnMT2Ei,50,0.73726,0.0739083298721449,0.8176799999999999,0.1165722058797613,-3.446039999999999,1.7668281271873638,0.5,0.5050762722761054,0.090918,0.0600805876829324,0.0702266199999999,0.0799172090320032,0.1727359999999999,0.1345341998246133,0.6658600000000001,0.1509052966977255,118.20678000000002,17.46167721248624,0.000407988,0.0021688854078742,2.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,3.0,3.0,1.0,7.0,1.0,2.0,2.0,3.0,3.0,5.0,1.0,2.0,1.0,0.0,0.0
ESFP,SP,jsmin esfp's🍵,0Ggswuw6Z94aoROIdgU1cM,12,0.54925,0.1121331392100074,0.4414166666666667,0.1492627082047155,-9.351416666666667,2.8119491285432514,0.75,0.4522670168666454,0.0499,0.0351679606253398,0.5799166666666666,0.2482013326216269,0.13545,0.0580627795031926,0.3645,0.1723693180881731,117.71,37.95895231814109,0.0065105174999999,0.0212849236325629,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
ESFP,SP,esfp,10f1dj3AQVn0eXKDKnvOoV,50,0.6996800000000001,0.1199146703421449,0.76058,0.1556710411772995,-5.7902,1.994442820254646,0.56,0.5014265364224069,0.079072,0.067511480626087,0.17003886,0.2068913930007633,0.196368,0.2056258216930422,0.6801,0.212596700686669,122.82038000000004,30.099915087608213,0.0041080714,0.0197559284914229,0.0,7.0,2.0,1.0,2.0,3.0,4.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,1.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
ESFP,SP,esfp,5n6R2SD4EtbHYcZf0iSwEi,26,0.6208461538461539,0.1529752116671697,0.5856538461538462,0.1438148649640063,-7.671423076923078,2.904439018785926,0.5384615384615384,0.508391127441794,0.0919884615384615,0.0855252492632348,0.2225853846153846,0.2213534583643231,0.179926923076923,0.1251656807841264,0.4617307692307691,0.1712947302615717,115.95573076923075,30.16054846126999,0.0431201223076923,0.1537086168126788,1.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0
ESFP,SP,ESFP,3KMASGIzjzvn45fJJ6Kqmd,21,0.7921428571428573,0.1190417093771278,0.7614285714285713,0.1732794192708907,-6.596047619047617,4.260048103909044,0.4761904761904761,0.5117663157191589,0.1100571428571428,0.0869911695025913,0.132154619047619,0.1476161784630926,0.1538428571428571,0.1079491063947662,0.7038571428571428,0.2307096195901431,122.91209523809526,27.045401804936755,0.035046719047619,0.1177748407525773,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
ESFP,SP,esfp,7dfEpygmVMrwsNxZwc2yZ9,50,0.58882,0.1326706356019311,0.4795000000000001,0.2193445011940842,-8.65664,3.158469538706805,0.8,0.4040610178208843,0.073442,0.0669659709197476,0.4999056,0.3151728050733374,0.163452,0.1022008032238095,0.4473519999999999,0.2231079524922993,114.78026,28.79411505053186,0.0055835791999999,0.0337836816725593,2.0,3.0,1.0,1.0,6.0,2.0,0.0,2.0,4.0,1.0,4.0,3.0,8.0,0.0,4.0,0.0,3.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0
ESFP,SP,ESFP❗️,0Goeg4jPTaaGU8tVUbQw4r,50,0.6387,0.1044035049063712,0.7822000000000001,0.1524381440293145,-4.883539999999999,2.674625559984509,0.48,0.5046720495044484,0.073456,0.0612031783888546,0.08260516,0.1157848497474306,0.1766359999999999,0.1374820608112126,0.54488,0.2050254976676744,115.85578,28.11861648793393,0.036839455,0.1351148576260001,1.0,6.0,4.0,2.0,8.0,0.0,2.0,4.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0
ESFP,SP,esfp-tunes,4Okp5q28WVFZXr4aW0bgog,50,0.6430800000000001,0.1187270648098711,0.57886,0.1298166697889837,-6.990259999999999,1.841951890727633,0.76,0.4314191105869,0.0895219999999999,0.1156279700820961,0.2752123999999999,0.2519270980438911,0.190122,0.1276488187751609,0.4612999999999999,0.1809623086249099,119.57564,30.722899409278632,0.001541101,0.005240598547228,1.0,5.0,4.0,10.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,5.0,2.0,4.0,0.0,1.0,2.0,0.0,4.0,3.0,1.0
ESFP,SP,esfp,3iE8yery2PQZGXbZGlpHGk,50,0.66416,0.1762269362532995,0.669032,0.1763227391542484,-6.53506,2.225805100017813,0.78,0.4184519575964803,0.100816,0.0830763488531815,0.1526209399999999,0.2113891284150099,0.207346,0.1560516256936551,0.499668,0.2094622360781464,131.03629999999998,27.269672192375022,0.0395291752,0.1598491647382355,1.0,11.0,1.0,4.0,6.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0,6.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0
ESFP,SP,esfp,1uUa1ggHqDrasGpPklt8m2,16,0.6576875,0.1168193584128931,0.7308999999999999,0.2404625542574144,-6.3663125,4.425336849231555,0.5,0.5163977794943222,0.0805875,0.0751519604978251,0.185808095625,0.2773913633291508,0.170925,0.1089105412712653,0.5015000000000001,0.2454337656748421,130.9525,25.21565829929226,0.0403763768749999,0.1538322164814562,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ESFP,SP,everybody's fav esfp ,2PzObudn2FR5wlNahGM6jp,13,0.5882307692307692,0.1275063095472493,0.8188461538461538,0.1838757941989855,-5.298461538461538,2.4453686366743907,0.8461538461538461,0.3755338080994054,0.0670538461538461,0.0399757971649641,0.114826923076923,0.1901775820290348,0.2158153846153845,0.1366215749564824,0.6016923076923075,0.2177056057368086,129.9423076923077,26.26551347738645,0.0730825546153846,0.2295735586128397,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ESFP,SP,ESFP songs,6DjPVCftL0PANfY69Wh7ux,50,0.64406,0.1434937828419256,0.74074,0.1550404568662841,-5.21592,2.0624916953697987,0.52,0.5046720495044484,0.0889,0.0757952962839747,0.1037136659999999,0.1285272450076614,0.2384059999999999,0.202331279583655,0.545838,0.2325604726183918,124.86622,24.603013703974547,0.0009073396,0.0033488982291237,2.0,3.0,7.0,4.0,3.0,0.0,6.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,3.0,2.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ESFP,SP,✨🎉🎊🌼Unfortunately ESFP🌼🎊🎉✨,2tv73em9qQ18P3ssdknkNH,50,0.6133000000000001,0.1411720978964674,0.8102199999999999,0.1259396178608573,-4.79496,2.182198329526388,0.6,0.4948716593053935,0.08915,0.0739917514707841,0.0988427519999999,0.1746724793702567,0.177718,0.1345379692859671,0.660488,0.2055027410711475,129.71642,26.59647561360148,0.0381141956,0.1362631261798033,1.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,5.0,0.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0
ESFP,SP,esfp vibes,5SF8htZTSTNXmEzMWThMso,50,0.7046799999999999,0.091974361999995,0.7679,0.1326101005787651,-4.69882,1.5629635859547106,0.46,0.5034574339058886,0.077806,0.0612813132285887,0.06803848,0.1066705534813136,0.176226,0.112993689204309,0.6139000000000001,0.2125337188133992,124.22802,19.697365140784385,0.0033651137999999,0.0185087389640031,1.0,4.0,5.0,6.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,2.0,7.0,3.0,2.0,0.0,3.0,1.0
ESFP,SP,ESFP 𒀭 ♥︎ 𖡩 ˀ ✦,3LKqNZw5O2dKPd2z501lTK,50,0.6781200000000002,0.1267743681039793,0.7863600000000001,0.1271628812482123,-5.34168,2.1817590585093845,0.5,0.5050762722761054,0.0866299999999999,0.075361174570551,0.080314578,0.1018614857766899,0.201764,0.1787741749144057,0.6921819999999999,0.1880266130642366,124.87408,24.55439192174244,0.0095870371999999,0.0295563031861301,3.0,2.0,6.0,1.0,1.0,2.0,3.0,0.0,1.0,4.0,2.0,1.0,5.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,3.0,2.0,1.0
ESFP,SP,esfp thing,102GTx2D3jgNTI5mKfJigV,50,0.59572,0.1228930246604911,0.6019599999999999,0.1988615516752644,-6.447760000000001,2.803516090882436,0.66,0.4785181206984066,0.053334,0.0430298074665951,0.18874284,0.2442810827680711,0.176216,0.0975658822100665,0.461644,0.2408820256253832,116.19241999999998,31.05593790545291,0.010427924,0.0357272954937465,2.0,3.0,4.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,7.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,6.0,2.0,0.0
ESFP,SP,ESFP 7w8,7dOh7JiyIlc8JuhP9hdlWM,41,0.6518780487804878,0.1484217293932986,0.7839999999999999,0.1540207778190981,-4.774634146341464,1.9152397337683025,0.5609756097560976,0.5024331043932555,0.0889463414634146,0.0893024078554463,0.0969614104878048,0.1313556486823294,0.1822292682926829,0.1362468829806804,0.6062048780487805,0.2424502443298619,127.37270731707316,24.70329172523765,0.0030804914634146,0.0087218780695357,1.0,4.0,3.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,5.0,0.0,3.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,1.0,1.0
ESFP,SP,Sal (ESFP),6dPHUL3xOd7mWm5htqZhlc,19,0.6640526315789474,0.121853041581612,0.7381052631578948,0.1844529132135962,-5.593105263157894,2.2607468258357275,0.6842105263157895,0.4775669329409193,0.0731315789473684,0.0547259033997975,0.2052015789473684,0.273884880465075,0.2247894736842105,0.1369721419151307,0.5497368421052631,0.1984030247600024,118.8351052631579,17.107565480072573,0.0306240047368421,0.1136969764574659,0.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
ESFP,SP,ESFP📼,0R5NCpywLTR73Ze2BmbJhP,46,0.5774347826086956,0.1597102448775299,0.6949565217391304,0.1886461657320673,-7.879195652173912,2.960788097934326,0.5652173913043478,0.5012062743707415,0.0606760869565217,0.0501197906565753,0.1685404397826087,0.2248291101632078,0.2037043478260869,0.1941686814848502,0.5868239130434784,0.2452602419968386,120.4114782608696,24.23066525315861,0.0464186873913043,0.173193619076993,4.0,5.0,1.0,1.0,6.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,2.0,1.0
ESFP,SP,ESFP💛,0fuHOOn1CKAawJ9IcFgCvM,32,0.64990625,0.1111024982660954,0.7630000000000001,0.1226337321378767,-5.15628125,1.977356450225908,0.5625,0.5040161287741853,0.09869375,0.0989747831602217,0.207026,0.2559997961410478,0.1894249999999999,0.1500800410103802,0.61640625,0.1864674769488701,121.28409375,29.01321211977496,0.00011449,0.0005052905156378,1.0,4.0,3.0,1.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0
ESFP,SP,ESFP,19Pl9t8OEYscuyDl0dhNIS,50,0.63808,0.1531870725083336,0.76254,0.1678028739020757,-5.204400000000001,2.394961428686892,0.48,0.5046720495044485,0.10075,0.0845618316224698,0.0838775559999999,0.1076772322989901,0.212998,0.1739976102228571,0.56024,0.1741456767614226,133.71398000000002,28.326857579084106,0.0218000275999999,0.081087687537032,4.0,0.0,3.0,6.0,1.0,0.0,3.0,4.0,3.0,0.0,1.0,2.0,0.0,3.0,4.0,2.0,4.0,1.0,0.0,3.0,4.0,0.0,2.0,0.0
ESFP,SP,Esfp🤩,0zbbl2TT8DQVq0urcL5zpb,50,0.6653600000000001,0.1277446049022527,0.7467200000000002,0.1474748044893895,-6.0475,3.002103305201545,0.56,0.5014265364224069,0.093046,0.0728538688620121,0.1392958,0.1601260527117971,0.185896,0.1520830988744814,0.6303,0.1871145289355573,129.23418,26.4118296870156,0.0215440051999999,0.1055008203392428,2.0,5.0,4.0,4.0,4.0,0.0,3.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0
ESFP,SP,ESFP,63cPLvdoV2qZ3GCu9rdX6I,50,0.6484400000000001,0.1014322252862994,0.8005000000000001,0.1392657494849032,-4.60208,1.7632223381858427,0.5,0.5050762722761054,0.096602,0.0776450597400814,0.1083386,0.1509782764864413,0.194224,0.1499086790859893,0.61678,0.1718298030741168,126.49174,23.42392864608187,0.0008828936,0.0031809467894373,1.0,6.0,4.0,4.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,4.0,0.0,3.0,0.0,2.0,2.0,6.0,0.0,2.0,1.0,1.0,0.0
ESFP,SP,esfp type beat,2Kbf6bE6MbyUxlQDOAvP6y,25,0.6564,0.1699495023038706,0.61704,0.2064056443026691,-7.21024,3.6193957746194783,0.76,0.4358898943540673,0.067564,0.0399129039284289,0.249108,0.2784881770829778,0.160836,0.1285479251744915,0.6572,0.2048448599957213,130.145,26.33628060774717,0.0513249268,0.1772568899087269,0.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0
ESFP,SP,✨ESFP✨,3ilpof3e1hOfk8WQFsZ2hP,50,0.6508799999999999,0.1366923612812839,0.71694,0.1856870760286822,-5.671140000000001,2.368334341141168,0.56,0.5014265364224069,0.0788239999999999,0.0627109291649764,0.17047156,0.2124447157393131,0.2135899999999999,0.1613746095017327,0.571638,0.2297431066585956,127.54268,24.73844589301504,0.0053780196,0.0286008373518417,4.0,4.0,4.0,6.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0
ESFP,SP,esfp,2PULxUMFbKsF0nO8sS2rtc,50,0.70286,0.1214499157711372,0.76274,0.1208723073903925,-4.99682,2.42499271355943,0.48,0.5046720495044485,0.102926,0.0760323395480032,0.13277808,0.1623976775905671,0.174976,0.1298298157007779,0.6267,0.167836077705575,121.2448,22.531478971720016,0.0075689777999999,0.0493392151780073,1.0,4.0,6.0,6.0,1.0,0.0,3.0,2.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,2.0
ESFP,SP,esfp 🤝 estp vibes ,2pFHEZz2LZa1iUKJlLblL6,50,0.68962,0.1041956342851351,0.650436,0.1844659658449277,-6.2386,2.579749505321027,0.66,0.4785181206984066,0.101872,0.089573991852136,0.24684586,0.2556903791374031,0.170854,0.1178317257614364,0.53654,0.1984904470019159,122.06836,29.2960123446234,0.0671703048,0.2222176606535472,1.0,4.0,4.0,1.0,3.0,2.0,4.0,3.0,1.0,0.0,7.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0
ESFP,SP,Canciones esfp,1MC9jpeB46X2ua8fZEcwfN,31,0.7371612903225805,0.0873357875383638,0.7974193548387096,0.1238713779675106,-4.030096774193548,1.820827437455084,0.5806451612903226,0.5016103101271011,0.1062935483870967,0.0666268161002453,0.0648240967741935,0.0897528681526315,0.1765677419354838,0.1490749171548694,0.5901612903225806,0.1686857229236652,119.9881935483871,22.00860314879821,0.000154663548387,0.0005976856730955,2.0,5.0,2.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
ESFP,SP,enfp + esfp <3,03wvYAhYCouRUWkNnHLowE,50,0.6460600000000001,0.1667820782717767,0.6950799999999999,0.1988377289373915,-6.525500000000001,3.066825502578409,0.6,0.4948716593053935,0.071332,0.0568766888154738,0.156899148,0.2464154802201141,0.15853,0.0934761919923343,0.557004,0.2634273093865028,117.45417999999998,25.786989510762265,0.1618933225999999,0.3107801393506219,0.0,9.0,2.0,0.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,0.0,4.0,1.0,1.0,2.0,3.0,2.0,3.0,6.0,0.0,1.0,0.0,0.0
ESFP,SP,ESFP,3cclhmTrEYI2ecSI8iy6aM,50,0.73244,0.1293393195893528,0.7475599999999999,0.1560580948864615,-6.2964,2.540097258301865,0.52,0.5046720495044484,0.08961,0.0688594435003919,0.1126738,0.1661616535344606,0.16235,0.1361130416309944,0.7103400000000001,0.2044266856257234,122.4911,22.707458789201084,0.0670230875999999,0.2108980041080352,0.0,5.0,2.0,4.0,4.0,0.0,0.0,5.0,1.0,4.0,1.0,2.0,4.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0
ESFP,SP,Se dom!! - ESTP and ESFP,3LTz5bXOahsSg1X6LKSF6A,47,0.4814255319148937,0.1538036219227582,0.6568085106382978,0.242793134196482,-6.594446808510638,3.235520788726766,0.6170212765957447,0.4913686072930561,0.0647914893617021,0.0565813720682424,0.1968223404255319,0.2777428337219746,0.1839872340425531,0.1372847890763881,0.4220531914893617,0.2319740988643792,118.64487234042554,32.060701314318706,0.0464310010638297,0.1323033946108174,2.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0,5.0,2.0,1.0,3.0,6.0,0.0,4.0,3.0,0.0,3.0,0.0,1.0,0.0,4.0,2.0,0.0
ESFP,SP,ESFP,3zjcmkF26X2hIteKouWdi0,36,0.6791666666666667,0.1120429764484528,0.6908888888888888,0.1692007730103547,-6.361361111111111,2.8914190796984864,0.4722222222222222,0.5063093978480018,0.1000027777777777,0.0935775415245441,0.26593675,0.2572705029362092,0.2037833333333333,0.1553489040836786,0.5976388888888888,0.2340385991092406,127.70524999999998,24.00178271637933,0.0085559175,0.0251849740646804,3.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,3.0,1.0,0.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0
ESFP,SP,my fav dimples,5WZ2WulM3XeiumNbVd8zWI,36,0.6420833333333333,0.1208059542051987,0.4476944444444444,0.1263792070249452,-8.61811111111111,2.7117833434084115,0.5555555555555556,0.5039526306789697,0.0759527777777777,0.051832943115971,0.489135,0.2258927434172497,0.1358027777777777,0.0757433542058259,0.4463555555555555,0.2058833018198755,105.25805555555556,32.20377041274554,0.0525557816666666,0.1826700572522853,0.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0
ESFP,SP,esfp,2t0MsaUNfde9VvsTv9BzZl,39,0.7472564102564103,0.1240924354004575,0.7766666666666666,0.1493683777802442,-5.446384615384616,2.0781357487621928,0.358974358974359,0.4859705149805896,0.0867205128205128,0.0841642947782465,0.1074471025641025,0.1591763851420302,0.1907692307692307,0.1224134928791201,0.6707435897435897,0.2253661019142803,121.10823076923076,21.234929283043787,0.0216165453846153,0.1200915636185139,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,5.0,3.0,1.0,0.0,0.0,0.0,2.0
ESFP,SP,Esfp vibes,7pWZJEFvL5Sbv9en19zwPQ,12,0.7132499999999999,0.0985117667175763,0.7160000000000001,0.1740746966103919,-5.261500000000001,1.4949326831910283,0.5833333333333334,0.5149286505444373,0.1495999999999999,0.1124347730100353,0.0820058333333333,0.1077046299720872,0.187075,0.1391973688688116,0.6931666666666666,0.2058926610610195,131.17416666666665,26.73217620578185,1.33e-05,2.9371445626353127e-05,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ESFP,SP,esfp,3oJhzQ3Bv1vEcjCSWQtnGI,36,0.7182777777777778,0.0891190571606676,0.7584722222222223,0.1497843184832513,-5.108166666666667,1.844710298587365,0.5833333333333334,0.4999999999999999,0.0811444444444444,0.0768811232430374,0.1230817222222221,0.1643676882964551,0.17145,0.1179991053234847,0.6527777777777778,0.2001288315219703,121.6391111111111,19.33739236339463,0.0330626511111111,0.1288923945591732,0.0,5.0,1.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,0.0
ESFP,SP,esfp (taylor's version),5gPq28t23L7nXZIo6CETYw,11,0.663909090909091,0.1253422949729695,0.6524545454545454,0.1436324222704356,-6.2841818181818185,2.247334012477087,1.0,0.0,0.0780636363636363,0.051151114801679,0.1235484545454545,0.2060451095082645,0.1492909090909091,0.0980383542757165,0.5992727272727273,0.1728537479542118,126.5000909090909,35.126257023641294,5.0280000000000006e-05,0.0001055215845218,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ESFP,SP,ESFP,7fbMxy2RHh0b8UV5NNNGEl,50,0.71088,0.1054706923214952,0.74524,0.106225705025494,-5.1738,1.2130006982180808,0.48,0.5046720495044484,0.0819339999999999,0.0607576201989914,0.1010372,0.1098113605891894,0.210602,0.1341922554564524,0.6257819999999998,0.2080338686024809,123.80978,18.18355155503715,0.0022643973999999,0.007026352387409,1.0,3.0,3.0,4.0,2.0,0.0,3.0,5.0,1.0,4.0,0.0,1.0,3.0,0.0,4.0,1.0,4.0,3.0,2.0,3.0,3.0,0.0,0.0,0.0
ESFP,SP,Esfp,4gjTrp0zBQyLXtpfcTLlVM,50,0.6736200000000001,0.1480248034924539,0.6657,0.1969414343692778,-6.332539999999999,2.5001017302567217,0.64,0.4848732213850611,0.08341,0.0753054684032213,0.2238053999999999,0.2431495825342323,0.2253599999999999,0.1925704673566515,0.5820719999999999,0.1856519840992818,119.79074000000004,24.91408172574584,0.0188564368,0.128644560470369,3.0,7.0,1.0,4.0,1.0,0.0,1.0,1.0,4.0,1.0,3.0,2.0,2.0,3.0,3.0,0.0,4.0,1.0,3.0,1.0,2.0,3.0,0.0,0.0
ESFP,SP,esfp,64BhcOvmNR1crbSBjBXYb6,50,0.63464,0.1675316308848534,0.62104,0.1753099831843059,-8.68052,2.668424072407548,0.32,0.4712120714991611,0.07064,0.0433596445500906,0.20721356,0.2500560103422676,0.2070759999999999,0.1442866683985426,0.417844,0.2197834891572213,125.42652,23.631646199353707,0.2274431604,0.303660730627748,4.0,1.0,3.0,2.0,4.0,0.0,1.0,4.0,2.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,0.0,3.0,4.0,1.0,2.0,1.0,0.0,1.0
ESFP,SP,Ethan Playlist (ESFP Coded),6QSP9tmolUaoF3cToOtNT9,28,0.6163571428571429,0.1220865552963428,0.68025,0.1923724445117008,-6.636928571428571,2.466067088219192,0.6785714285714286,0.4755948656056708,0.0768071428571428,0.1276450516328353,0.1854763214285714,0.2374079467460011,0.2284035714285714,0.1967069365214693,0.5986785714285714,0.2063524589181997,123.92903571428572,26.10041245804669,0.0158058146428571,0.0542229141367037,1.0,3.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0
ESFP,SP,"esfp, virgo, hufflepuff, other things that give me identity bc idk myself🤣",25hW7zncN8GhnJQ7MIR49f,50,0.59972,0.1243515490659527,0.62692,0.164002717747516,-6.079140000000001,2.166345790043874,0.5,0.5050762722761054,0.059194,0.0545807038116166,0.23969604,0.2486152971560647,0.165894,0.096306700574312,0.46775,0.2070129052962246,112.90408,30.80764363730639,0.0378607789999999,0.1200791240586553,3.0,6.0,6.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,0.0,4.0,2.0,3.0,0.0,5.0,1.0,2.0,0.0,1.0,0.0
ESFP,SP,ESFP,0lKvE1ejboZ8bx1VMreRqE,4,0.776,0.0621986066296236,0.729,0.0524658619167422,-6.5545,1.5779080032329726,0.25,0.5,0.05565,0.0274639764054661,0.1452,0.1508274731826621,0.105625,0.0117002492850936,0.6577500000000001,0.251694755606866,124.04175,6.139625796143172,0.0002077174999999,0.0003123271242757,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ESFP,SP,Monkey D. Luffy - ESFP (7w8),2MC1qtftAncv1rY4VIAKTN,33,0.6352121212121213,0.1400987949572902,0.7144242424242424,0.1875564965388813,-6.038333333333333,2.6016810511026645,0.6666666666666666,0.4787135538781689,0.0922696969696969,0.0740480945266676,0.1601891212121212,0.2330410651875219,0.1739575757575757,0.1812740432851305,0.5783636363636363,0.2256396211580839,137.7125757575757,28.55445048721642,0.0582276015151515,0.1839156332939187,0.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0
