mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,CMajor_count,DMajor_count,D#_Ebminor_count,D#_EbMajor_count,EMajor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,GMajor_count,G#/AbMajor_count,Aminor_count,AMajor_count,BMajor_count,Cminor_count,C#/Dbminor_count,C#/DbMajor_count,Eminor_count,Fminor_count,Gminor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,Dminor_count,G#/Abminor_count
ISFJ,SJ,ISFJ,7oJfCJVoDuHazmb8J5JggL,49,0.517408163265306,0.1208669927315675,0.5926938775510204,0.2007803738003328,-8.492795918367348,3.130385925220136,0.5510204081632653,0.5025445456953672,0.0432285714285714,0.018825005533421,0.2573056230612245,0.2919482308104675,0.175734693877551,0.1167598221261285,0.4448551020408163,0.22116471902674,122.63153061224492,35.21899353219678,0.2197271083673469,0.329144349822598,2.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,5.0,1.0,2.0,3.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0
ISFJ,SJ,ISFJ V28,3WEu2iTZdFkCdOF679YsRj,19,0.5300000000000001,0.1115676177631006,0.7612105263157894,0.1350208127772934,-6.074315789473684,1.744333335009605,0.8947368421052632,0.3153017676423057,0.0644263157894736,0.0762025578610154,0.1266005789473684,0.1739908699416009,0.1767473684210526,0.0964068425903764,0.527421052631579,0.2229963417212323,122.82984210526315,31.763479193465,0.0425265910526315,0.1467118957331717,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
ISFJ,SJ,Evangeline Briarwood,2w38xIKCNqT8W9afqGAamq,22,0.4767545454545454,0.1641871514237356,0.2731454545454545,0.1763316996790092,-14.87922727272727,5.932677472567213,0.8636363636363636,0.3512500866571044,0.0786954545454545,0.1566910623678773,0.813909090909091,0.2370944977552217,0.1717090909090909,0.1221904988477337,0.3153409090909091,0.2151347698516774,114.95322727272728,34.60469063433841,0.36335585,0.3931385331267408,3.0,3.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
ISFJ,SJ,ISFJ🧸,6IMqhh5sjZxpPdZtYYj4LV,43,0.5343953488372093,0.1660291339228899,0.4996906976744186,0.241311731617359,-9.775511627906978,4.071877035121185,0.7906976744186046,0.4116250914932711,0.0656883720930232,0.0627043144611973,0.4403993023255813,0.3714854264551293,0.1511674418604651,0.0988691504703498,0.3699837209302326,0.2128884952160375,120.0921860465116,32.01783293896418,0.0511644181395348,0.1589693888239595,6.0,5.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,5.0,2.0,2.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0
ISFJ,SJ,ISFJ👾🐈,6983955e1MmS5r8UOjZXTJ,10,0.5388000000000001,0.1038875460400438,0.6662999999999999,0.1524372730739507,-6.3635,2.2351020483787014,0.6,0.5163977794943223,0.0587699999999999,0.0561403608031789,0.181468,0.2356565439032925,0.1778799999999999,0.1293024774189058,0.4848,0.1985009375852472,127.13869999999996,41.81494895116924,0.017155978,0.0468352767666988,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISFJ,SJ,isfj ,6Vb8wiqUp3M2Xj5eejsj5c,25,0.5528,0.1702238721997201,0.56588,0.2035891123480493,-8.728679999999999,3.690191071385509,0.52,0.5099019513592786,0.064256,0.0705204880395288,0.26348676,0.3075796105494857,0.13482,0.0560782414726662,0.382028,0.2554474726174966,129.10368,21.274636151843666,0.2264931039999999,0.3663608842513912,2.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0
ISFJ,SJ,ISFJ🧸,6IMqhh5sjZxpPdZtYYj4LV,43,0.5343953488372093,0.1660291339228899,0.4996906976744186,0.241311731617359,-9.775511627906978,4.071877035121185,0.7906976744186046,0.4116250914932711,0.0656883720930232,0.0627043144611973,0.4403993023255813,0.3714854264551293,0.1511674418604651,0.0988691504703498,0.3699837209302326,0.2128884952160375,120.0921860465116,32.01783293896418,0.0511644181395348,0.1589693888239595,6.0,5.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,5.0,2.0,2.0,0.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0
ISFJ,SJ,ISFJ👾🐈,6983955e1MmS5r8UOjZXTJ,10,0.5388000000000001,0.1038875460400438,0.6662999999999999,0.1524372730739507,-6.3635,2.2351020483787014,0.6,0.5163977794943223,0.0587699999999999,0.0561403608031789,0.181468,0.2356565439032925,0.1778799999999999,0.1293024774189058,0.4848,0.1985009375852472,127.13869999999996,41.81494895116924,0.017155978,0.0468352767666988,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISFJ,SJ,ISFJhay ✨🖤,47f3FF2KPCDL2a88Ubk1ld,37,0.4878648648648649,0.1200706186102722,0.7850081081081082,0.2162504648400635,-5.981594594594595,2.6973198267442715,0.8378378378378378,0.3736838766118222,0.0794837837837837,0.0755107737475385,0.1213582567567567,0.253833137483614,0.2060432432432432,0.117873716655063,0.4133162162162162,0.1894108402293712,129.36316216216213,25.44493086332992,0.0300940283783783,0.1422418264406615,6.0,10.0,0.0,0.0,4.0,1.0,1.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
ISFJ,SJ,isfj songs (aka depression),1NiaoSACjNxwO8MJWsz62T,9,0.5237777777777777,0.1615454872302053,0.6711111111111111,0.1972216040678888,-7.170777777777778,3.0285861708798127,0.3333333333333333,0.5,0.0402888888888888,0.0101007975482687,0.1667977666666666,0.1519044943801532,0.2794555555555555,0.2653413514282645,0.5038888888888889,0.256228630545283,127.12733333333333,35.39080278476316,0.0359030555555555,0.1057883839359396,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
ISFJ,SJ,Isfj,5m6Eumxv10VeCZaQiIF6Kd,30,0.5348333333333334,0.1466788853322074,0.4301299999999999,0.2623727647635234,-10.827666666666666,6.30136996234143,0.8,0.4068381021724863,0.05658,0.0341576204452646,0.5049453333333334,0.3717916376026555,0.16128,0.1255545283381164,0.3384899999999999,0.2504335927532693,117.74646666666668,28.49863061650668,0.0613589176666666,0.2038730518994863,3.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,5.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0
ISFJ,SJ,Para mi isfj,5eAGSgUxT8GMESYdOXzOSy,25,0.6005999999999999,0.1625407641178052,0.5554399999999999,0.2330393528998911,-8.53564,3.970015636828987,0.76,0.4358898943540673,0.038172,0.0136922885839682,0.35493848,0.3401129623323845,0.170068,0.1190991803778122,0.48124,0.260366453292278,119.525,25.95392002986575,0.0600859719999999,0.1741200968461555,3.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0
ISFJ,SJ,🛎️꒱⸼ Ethel 𖤐ཻུ,0RQCTADux9nJkbAqFqioeQ,20,0.4214,0.1591964691488906,0.28314,0.1557478170836297,-14.26635,5.15490816983908,0.5,0.512989176042577,0.038145,0.0098710355133219,0.8054,0.1637602226620243,0.2309349999999999,0.2165130852372377,0.388385,0.2169314936127362,105.32885000000002,33.534227572303685,0.153967123,0.3134517877437869,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0
ISFJ,SJ,Isfj kpop song ,3CZ2vMSZ4aqs5Tc7WmIiFa,50,0.62356,0.1001957594116718,0.66766,0.140250302484304,-5.159899999999999,1.6658389349342444,0.68,0.4712120714991611,0.06959,0.0546137578913995,0.2542828,0.2094704426964066,0.1739459999999999,0.1155269368889298,0.4648239999999999,0.1785568617601481,122.72568,30.926166148266816,0.000326194,0.0022619810456882,4.0,2.0,1.0,5.0,1.0,2.0,2.0,3.0,2.0,7.0,2.0,0.0,4.0,3.0,2.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0
ISFJ,SJ,Dom Isfj  D:!,5VQkpWd3ivIgjhV6TnE3kG,21,0.4483809523809523,0.1949324180813638,0.487,0.1979366060131374,-9.195380952380953,2.862358895669627,0.6190476190476191,0.4976133515281192,0.0616523809523809,0.0771028444290327,0.3104195195238095,0.2767164469243706,0.1207666666666666,0.0381654337501008,0.323847619047619,0.1964591754514093,123.03361904761906,29.97296251036289,0.1475274319047619,0.2638005737608155,0.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
ISFJ,SJ,ISFJ moment ,40QLpMT08pYgB8z8Tabhad,50,0.4909799999999999,0.148670913120769,0.60292,0.2111155830055069,-7.231579999999999,2.244514138507304,0.58,0.4985693819032897,0.043684,0.0239704014763786,0.290724114,0.3053278114616285,0.177792,0.1426368141505565,0.390912,0.2350506429496001,116.55077999999996,31.780038572105127,0.0637152354,0.1863078658383024,1.0,5.0,0.0,2.0,3.0,3.0,5.0,0.0,2.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,0.0
ISFJ,SJ,✦⋆𝑰𝑺𝑭𝑱 𝒃𝒚 𝑷𝑫𝑩⋆✦,23w73dNBGcSZ7VQQHRRJ8r,50,0.5156399999999999,0.1726315836498911,0.499534,0.2452581327449734,-8.786840000000002,4.066467846840517,0.74,0.443087497693452,0.0560219999999999,0.0494428067445155,0.431487112,0.3617989801164068,0.207908,0.147888062798751,0.376456,0.2359897327064403,117.53526,32.60822004092132,0.0472990249999999,0.1611453400084193,7.0,4.0,0.0,0.0,3.0,3.0,1.0,2.0,4.0,4.0,0.0,5.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,3.0,2.0,2.0,0.0
ISFJ,SJ,[ISFJ playlist],3jmg4RjdrUw0hUtNeG1NPN,9,0.5441111111111111,0.206660013333763,0.5569999999999999,0.200602841455449,-8.124333333333333,4.850364445070081,0.7777777777777778,0.4409585518440984,0.0468,0.0260831842381255,0.42439,0.33333716361966,0.217,0.1317706720025362,0.4401111111111111,0.228219436313192,145.8348888888889,29.251883394255337,0.0529303,0.0980970027438912,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISFJ,SJ,ISFJ,55Byrwij9DiDTyrCBiYs0L,41,0.5876097560975609,0.1561766432679324,0.5691463414634147,0.2030352876934955,-7.864024390243903,2.9771832534108884,0.7560975609756098,0.4347693529262412,0.0639682926829268,0.0476610398492541,0.302588,0.3019347771589089,0.1191292682926829,0.0703949935858454,0.5211146341463415,0.2771655611371799,130.79043902439025,34.12866702571959,0.0541733397560975,0.1843703859036563,7.0,4.0,0.0,1.0,3.0,3.0,0.0,3.0,4.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
ISFJ,SJ,ISFJ playlist,79139OqElGwazQkHbyjYeM,21,0.5287142857142857,0.1191453494086709,0.5325238095238095,0.2259676125128596,-7.388047619047619,2.962695284300944,0.6666666666666666,0.4830458915396479,0.0657142857142857,0.09593447391691,0.4689604761904761,0.3516439437908207,0.1525761904761905,0.1081630200427202,0.3733761904761905,0.2104353390112076,129.81666666666666,29.123886516626406,0.0471024866666666,0.1459343364309613,1.0,0.0,0.0,3.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0
ISFJ,SJ,ESFJ x ISFJ,3o1PR1WvxkSZQt8peCzeLJ,50,0.6084,0.1392701090159196,0.59194,0.1876158047822241,-6.74948,2.1546474141222443,0.88,0.328260722659316,0.081018,0.0930089718955178,0.30997668,0.2486551429970334,0.12985,0.0610331902010901,0.423778,0.1927552612268009,113.12938000000004,28.756435926936422,0.000843761,0.0057523365710126,5.0,4.0,0.0,2.0,3.0,4.0,1.0,2.0,4.0,3.0,0.0,5.0,7.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0
ISFJ,SJ,<333,6zFpIDKTCFhNx95ZgwwRyA,33,0.5887878787878787,0.1286552460977975,0.477539393939394,0.2265120608535475,-8.242636363636365,3.228159768139793,0.9090909090909092,0.2919371040605713,0.0561484848484848,0.0787678119586774,0.490011212121212,0.3395139750138937,0.1359666666666666,0.0775580978471408,0.4778787878787878,0.2322157883273332,111.14436363636362,23.638176445659607,0.005045529090909,0.0148779016297194,3.0,3.0,0.0,3.0,4.0,2.0,0.0,3.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ISFJ,SJ,+ 𝗶𝘀𝗳𝗷,6CcD1XBJV5OjoSEciWy0Uf,47,0.6987021276595746,0.1060457068998853,0.8312765957446808,0.0939962307587637,-3.063680851063829,1.2070714489566126,0.7021276595744681,0.462267267743469,0.0945191489361702,0.0534596379169974,0.1256855319148936,0.1144667523935018,0.1537446808510638,0.1096821689136995,0.6465531914893619,0.1583059515086884,124.907,27.84436675054993,0.0008433629787234,0.005702122811274,6.0,4.0,1.0,0.0,1.0,0.0,1.0,4.0,3.0,5.0,0.0,1.0,5.0,2.0,2.0,4.0,1.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0
ISFJ,SJ,bad b isfj songs,05Zr41yxwLduqN5eBRYash,50,0.5371,0.1380569610334659,0.5588200000000001,0.1853058905194988,-7.77668,3.390965833396926,0.74,0.4430874976934519,0.0501159999999999,0.0224641970018689,0.4388433999999999,0.3336970955981682,0.165846,0.1109545856903367,0.4052159999999999,0.2224263733811937,131.05814,34.78696515440042,0.0060679626,0.0259410177198365,6.0,1.0,0.0,4.0,0.0,5.0,3.0,6.0,6.0,1.0,2.0,3.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0
ISFJ,SJ,Mbti mitski because I am mentally ill,7kjajGlZkacQbDymISUXnF,16,0.4523749999999999,0.1154439979672683,0.4399375,0.257474521393218,-9.95475,4.112052050578479,0.8125,0.4031128874149275,0.0402374999999999,0.0151190773528016,0.37666370625,0.4101873567055189,0.10566875,0.0236464717241283,0.35375625,0.2500571480515337,115.0195,25.742935610894623,0.026123639375,0.0970979352640278,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ISFJ,SJ,Mbti mitski because I am mentally ill,7kjajGlZkacQbDymISUXnF,16,0.4523749999999999,0.1154439979672683,0.4399375,0.257474521393218,-9.95475,4.112052050578479,0.8125,0.4031128874149275,0.0402374999999999,0.0151190773528016,0.37666370625,0.4101873567055189,0.10566875,0.0236464717241283,0.35375625,0.2500571480515337,115.0195,25.742935610894623,0.026123639375,0.0970979352640278,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
ISFJ,SJ,isfj // the defender,4jlZ5ehLh6sV1qrf0eef5K,50,0.5820200000000001,0.1108719596136526,0.5733999999999999,0.1863853808754367,-7.51114,2.531706087738835,0.74,0.443087497693452,0.0579119999999999,0.0510294698369161,0.3959216,0.3497671570115158,0.142818,0.0895407322429979,0.4064379999999999,0.1940657167149355,118.90022,31.563741851772043,0.0241752748,0.1102795760265557,9.0,7.0,0.0,2.0,3.0,3.0,1.0,2.0,6.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0
ISFJ,SJ,isfj vibes,5iqfxwq1GuJNJT9EW0Ejtu,50,0.53696,0.1473349592054839,0.529734,0.2177081622779655,-8.1548,3.981753136599044,0.78,0.4184519575964802,0.05037,0.0458862980304445,0.3556342,0.3285020103879713,0.173196,0.1289083426314992,0.37089,0.2224558275345504,121.71851999999998,37.6840770381056,0.0795774524,0.2137817188221486,8.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,5.0,4.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,4.0,1.0,2.0,3.0,0.0,1.0,1.0
ISFJ,SJ,isfj behaviour ,5GCEK4qEqrKhGeegDc0eun,50,0.49404,0.1553621128925871,0.53716,0.2223726748739876,-8.251000000000001,3.6609275394330862,0.82,0.3880879344916035,0.04954,0.0304654437897451,0.4419777119999999,0.3646641982622327,0.16174,0.1006887951531239,0.3715699999999999,0.2332976116728264,122.05506,32.33357189684696,0.0238414004,0.0856666231902288,7.0,4.0,0.0,1.0,0.0,5.0,5.0,0.0,6.0,2.0,0.0,6.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0
ISFJ,SJ,isfj.,0VVDW18xQUnHnItoURaJnR,50,0.63646,0.1318776814216221,0.6868799999999999,0.1543385676666327,-6.163480000000001,1.9962698709220208,0.64,0.4848732213850611,0.096012,0.1058327823136333,0.1156606799999999,0.1268042819701966,0.203476,0.1595082488558545,0.5035620000000001,0.2000665816621036,118.89042,31.54406935952899,0.0684268958,0.1881577020047238,4.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0
ISFJ,SJ,Isfj songs ★,3DSFeY3gxeM9IEtaYgWflc,27,0.5071481481481481,0.1702441016042968,0.5027777777777778,0.1931138232181961,-8.547629629629629,3.172799639097551,0.8888888888888888,0.3202563076101743,0.050011111111111,0.0303538279594991,0.3973813555555556,0.3285997520722616,0.2395666666666666,0.1638416003339811,0.3609407407407407,0.2304910197804465,121.7588148148148,33.82160024080769,0.0300418388888888,0.1061360335800458,8.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISFJ,SJ,an isfj/infp thing,1bsOkzt9lsHXq5cOqbty4i,21,0.4509999999999999,0.1151868047998554,0.4794666666666665,0.2199825296093608,-9.469809523809522,5.025032404065148,0.6190476190476191,0.4976133515281192,0.0430619047619047,0.0262844721497403,0.4100523809523809,0.3436277820826593,0.1562142857142857,0.1408742782970485,0.2115666666666666,0.1851688967762494,121.0447142857143,24.227401423064048,0.2925327823809523,0.3728554029918836,2.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0
ISFJ,SJ,sparrow,6cvyU8TyWwYySwUxLw0WvB,22,0.5522272727272727,0.1577544601492132,0.4029363636363637,0.2418989173885783,-11.962181818181818,4.834496227622044,0.9090909090909092,0.2942449431682498,0.0506863636363636,0.0280274915285917,0.4472089999999999,0.4183542720588673,0.1467863636363636,0.091130044679513,0.4296636363636363,0.2591416849918841,106.36963636363636,24.01515956848022,0.0819640459090909,0.1921275530901693,6.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISFJ,SJ,isfj,6J4L6aou7dw0ZnoHMpUicJ,22,0.4923636363636362,0.1780715601085151,0.4094681818181817,0.2457236414898106,-12.274045454545456,4.195903688091549,0.5909090909090909,0.5032362797401965,0.0451818181818181,0.0135849929934481,0.5990533318181817,0.3826764095596813,0.1435045454545454,0.1195946466283691,0.4799545454545454,0.2614646433846453,114.88981818181816,32.107877800043255,0.2869900954545454,0.35802984681287,2.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
ISFJ,SJ,ꕥ Rory Gilmore Kinnie ꕥ,0P5VIZlRqMTgeCj4LzGMen,50,0.55976,0.1236635593793391,0.487052,0.2044171118281521,-9.50722,3.671392819670285,0.9,0.303045763365663,0.0431619999999999,0.0223993430115023,0.540674,0.2959067342586035,0.172766,0.156575187142061,0.423102,0.1992912180397197,119.75378,26.52864088866205,0.0059786755999999,0.0245267556715276,12.0,7.0,0.0,0.0,6.0,4.0,1.0,0.0,4.0,0.0,1.0,3.0,5.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ISFJ,SJ,[oc inspo] 🎭 Sticky Will,1NEkZPpMZSnaKxdSQkN519,50,0.5562,0.1356351649063902,0.610354,0.241558518882895,-8.27472,4.089715698117483,0.54,0.5034574339058886,0.078508,0.0753071014349285,0.3653878,0.3538385656078032,0.208936,0.1527566889680769,0.4208739999999999,0.2207872415808892,133.47448,29.529400137130715,0.0432136358,0.1616535270025032,2.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,4.0,4.0,6.0,1.0,0.0,3.0,2.0,7.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,0.0
ISFJ,SJ,ISFJ MixTAPE,5Yt7uajM6B6wW65pyUBKoo,50,0.57758,0.1428621556263382,0.5171800000000001,0.220120642246149,-7.465260000000001,3.9648905114460726,0.74,0.443087497693452,0.0659559999999999,0.0621122294310706,0.4957969999999999,0.3480312356744751,0.1799479999999999,0.1463644824764951,0.3999619999999999,0.2072959108351623,116.06826,34.427106743479605,0.0502172495999999,0.1825443136194834,3.0,4.0,2.0,4.0,3.0,5.0,0.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0
ISFJ,SJ,One Song for Every MBTI,5ng1bCMZzaUl7EcM6bR8Du,16,0.5585,0.1538159072831328,0.72275,0.212512431008949,-5.5346875,3.228280630485316,0.6875,0.478713553878169,0.07046875,0.0394292060745162,0.1755116874999999,0.2837242911611479,0.22528125,0.1588507316896379,0.53470625,0.2142677311799422,132.0555625,31.965291045066884,0.0026255012499999,0.0059921662558397,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
ISFJ,SJ,- goin 105 at 1:05,1SZYT1P070H3FEV4baUtR6,50,0.7618,0.1127932911595909,0.5952000000000001,0.126908451657251,-6.72092,2.0807840441447416,0.56,0.5014265364224069,0.155994,0.0987768654439832,0.1795204,0.1599829901412353,0.13711,0.0643801758371032,0.424952,0.2190960550134323,123.01838,29.388912335798075,9.894e-06,4.832074992660386e-05,5.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,4.0,1.0,2.0,4.0,1.0,3.0,6.0,1.0,4.0,2.0,6.0,0.0,1.0,0.0,0.0
ISFJ,SJ,Ashton,5l9aP50KIDjZAPcxbrJ5ye,50,0.5866,0.1694588024101602,0.5960540000000001,0.220258380006903,-7.6579,4.066691455957679,0.52,0.5046720495044485,0.065756,0.0611739912721351,0.29055614,0.3209725617538943,0.170698,0.1218298051565781,0.4961940000000001,0.2298897414600561,123.50342,29.16803029184031,0.085814615,0.24997966020935,5.0,4.0,2.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,6.0,0.0,2.0,2.0,1.0,3.0,1.0,4.0,0.0,0.0,2.0,5.0,1.0,1.0
ISFJ,SJ,"insensitive, overcommitted, unfocused",1FQec1G0dkdw2ji2U5LsFk,39,0.5677948717948719,0.1329731234195723,0.5574871794871794,0.1845025847479581,-7.450128205128205,2.250829895832426,0.8717948717948718,0.3386884284293705,0.0623846153846153,0.0545409818801737,0.344701564102564,0.300981028735839,0.1393205128205128,0.1183508636917035,0.3604717948717949,0.1727661241598594,125.74379487179486,31.064630213882094,0.0351598487179487,0.1446883816782992,5.0,2.0,0.0,1.0,3.0,6.0,0.0,1.0,7.0,3.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0
ISFJ,SJ,goofy ahh isfj,6xnyGnEz5YC9aX7S421wa5,50,0.56698,0.1474856603199104,0.6717200000000001,0.2072707034044993,-8.61472,3.634732300953103,0.58,0.4985693819032897,0.07415,0.0812613577618914,0.247853702,0.2813958589030679,0.187508,0.1325815356984646,0.5388280000000001,0.2329180674374049,125.61476,30.535746231936507,0.3744862875999999,0.3909470234748325,1.0,5.0,0.0,1.0,5.0,2.0,2.0,1.0,5.0,0.0,4.0,5.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0
ISFJ,SJ,Re:Play,4igPBGdtDfqHVPvidF7F85,50,0.56248,0.1760688918971138,0.63546,0.2014597959587845,-6.138400000000001,2.167694900965879,0.54,0.5034574339058886,0.0634059999999999,0.0393062305389829,0.27809878,0.292743789510331,0.1799299999999999,0.1270020797676405,0.4643799999999999,0.2421399376140894,126.12778,30.078071860213434,0.0001169144,0.0005786323343609,2.0,7.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,4.0,1.0,3.0,2.0,4.0,0.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0
ISFJ,SJ,isfj,3BuaErnCavG8YJ0bMpvkS9,50,0.5456938775510205,0.1340101370670693,0.4491224489795918,0.2077506149863602,-7.444918367346938,3.073829322120962,0.9387755102040816,0.2422260708259025,0.0547959183673469,0.0568718330956534,0.565034693877551,0.2871487387161199,0.1490673469387755,0.0864802371155666,0.3994428571428571,0.1882669470016798,124.6958979591837,32.14991660515681,0.0005487710204081,0.0027708863420026,4.0,6.0,0.0,0.0,1.0,11.0,0.0,1.0,6.0,5.0,1.0,2.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0
ISFJ,SJ,cries in control freak,2gCVyNWETYum9HZ0dNFf9c,50,0.54576,0.1603615252344221,0.47673,0.1998059060739717,-9.50306,3.226374957080078,0.8,0.4040610178208842,0.0455159999999999,0.0267862998793131,0.4967995399999999,0.3322262415810493,0.150356,0.107110578299594,0.371818,0.2197368293190371,118.43386,27.907948605143787,0.051586446,0.1681374644581674,10.0,6.0,0.0,1.0,5.0,3.0,3.0,0.0,3.0,2.0,0.0,4.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0
