mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,GMajor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,BMajor_count,Dminor_count,D#_Ebminor_count,D#_EbMajor_count,Gminor_count,G#/Abminor_count
INTP,NT,"INTP playlist (for intps, by an intp)",54YCS9D2dr1AisRScAx8gl,50,0.5856999999999999,0.1231221808959353,0.5464,0.1959503269000715,-8.07526,3.349413642318151,0.72,0.4535573676110727,0.061458,0.0451238481225588,0.31411022,0.2811795126314229,0.178204,0.1120293328206719,0.424752,0.2227843234876205,122.05726,25.858886383056724,0.0377845314,0.1316233813107773,1.0,4.0,1.0,3.0,5.0,5.0,2.0,1.0,7.0,3.0,2.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
INTP,NT,Intp 😎,7a1NapcyZ2e8Bmox6V0MSH,50,0.56314,0.1514303247876927,0.64688,0.2142757750075869,-7.82996,3.611143229911932,0.58,0.4985693819032897,0.0850219999999999,0.0845080392021724,0.208496358,0.2434540855185585,0.15803,0.1102227582152226,0.48855,0.2445474005636718,117.69496,30.001956204221084,0.0930639376,0.2421132109306931,1.0,4.0,1.0,1.0,6.0,1.0,3.0,1.0,2.0,5.0,1.0,4.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0
INTP,NT,intp songs,5EfNQZ8IDMbCgdbBYy8pXO,50,0.53598,0.1055035525081347,0.637996,0.1945207212717494,-8.443900000000001,3.2832745243187964,0.58,0.4985693819032897,0.045036,0.0345794604601385,0.2069403999999999,0.2525723452830811,0.172044,0.1098307179067785,0.3909,0.2337473719158164,130.26218,32.72222623825199,0.410150344,0.3795960051272228,3.0,5.0,0.0,4.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,3.0,4.0,4.0,4.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,1.0,2.0
INTP,NT,pov: you’re an intp,7GkfEvfJTmsiQi8cR352Fx,50,0.6209399999999999,0.1250120663563876,0.64802,0.1835101609820923,-6.704860000000001,3.044992644406517,0.62,0.4903143514780145,0.092752,0.0789300393916495,0.20386442,0.2372080755856007,0.211902,0.1456136536124526,0.540372,0.2212007602673579,121.26564,30.235274652913983,0.0389358916,0.1238031952965713,1.0,7.0,0.0,1.0,6.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,6.0,4.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0
INTP,NT,intp/fyodor kinnie,5WVU9be3r7dV9G8HiXX6hF,50,0.54736,0.1332612533058768,0.646766,0.2111727579929933,-7.404120000000001,2.8698833058833166,0.5,0.5050762722761054,0.0641679999999999,0.060270656345576,0.21871828,0.2630763808693356,0.20247,0.1442051603282841,0.358688,0.1892518510302273,122.5529,28.78307906991359,0.122770039,0.2519343378676845,4.0,1.0,2.0,3.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,2.0,5.0,3.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,2.0,3.0,0.0
INTP,NT,chaotic intp,3phBu4WSDfIafADiZLYH9X,50,0.55744,0.115411802176522,0.6936400000000001,0.1671079035490884,-6.63086,2.4694187204147244,0.36,0.4848732213850611,0.0854,0.0724199487682215,0.14181992,0.2170951601925153,0.235784,0.1609324365270426,0.493736,0.2209860885454381,131.14996000000002,30.71601701031498,0.0575183822,0.1786054863873039,0.0,2.0,2.0,1.0,3.0,5.0,1.0,5.0,0.0,3.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,5.0,0.0,1.0,0.0,1.0,3.0,2.0
INTP,NT,an (accurate) intp playlist,3HtnLWV9cNxuk1m1ZzX0Ld,50,0.5888800000000001,0.1519881359494475,0.59836,0.1960914780277359,-8.45104,3.3785185496314925,0.72,0.4535573676110727,0.082498,0.0720260170964319,0.27993098,0.3009289112180435,0.179868,0.1210091267261292,0.4836200000000001,0.2402669340376172,119.81268,30.34026926577944,0.1131356936,0.2326460454438681,0.0,4.0,1.0,3.0,5.0,3.0,2.0,4.0,4.0,1.0,4.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,4.0,0.0,0.0,2.0,3.0,0.0
INTP,NT,INTP 4w5 5w4 5w6 with mentally ill,4scKgpaIvVdECAhcmnHmhu,50,0.5723199999999999,0.1375930764750812,0.578744,0.1986229205180057,-7.9702,4.1774905903727735,0.62,0.4903143514780145,0.068336,0.074711941399987,0.2957512,0.3293574830474433,0.174502,0.1680610074967311,0.461162,0.2035622904114389,121.31029999999998,28.424511605482408,0.1018591132,0.2271097612168587,0.0,5.0,1.0,6.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,5.0,0.0,1.0,5.0,1.0,2.0,0.0,2.0,1.0,2.0
INTP,NT,"intp, the nihilist",6jaiF5P1zAD2D7DqNkTVDO,50,0.58144,0.1302617709828629,0.6472180000000001,0.2182269850782129,-7.364259999999999,3.248175524374084,0.62,0.4903143514780145,0.05577,0.0476087251907222,0.19889637,0.2539968202550416,0.1692479999999999,0.1145365448141298,0.4131019999999999,0.2313819304764752,120.51866,24.67831719249652,0.1826834116,0.324487811796363,0.0,6.0,1.0,2.0,4.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,0.0,5.0,5.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,1.0
INTP,NT,INTP,13lqCIVUWYY6Ac3gq1WcNx,50,0.67568,0.1674856606716296,0.65902,0.1425657728623414,-5.736700000000001,2.3455365971503044,0.46,0.5034574339058886,0.121242,0.0867211719788642,0.23290244,0.2032941556939418,0.200422,0.1672272159399313,0.5532159999999999,0.2029669625876113,119.94858000000002,31.48986715229169,0.0094645392,0.0431309673931502,4.0,5.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,4.0,3.0,1.0,2.0,4.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0
INTP,NT,INTP music taste i guess ( by an INTP-T),0HFpgzWoMgTC0vg9BsdgMB,50,0.56544,0.1280132582419269,0.6419000000000001,0.1809171926939087,-6.7755800000000015,2.562739112507457,0.58,0.4985693819032897,0.066552,0.0798162666659484,0.25281802,0.2620642633168741,0.170986,0.1104757892213566,0.5208200000000001,0.1969054149813549,128.74728000000002,29.6331118039484,0.070912805,0.1997874115565958,2.0,8.0,0.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,0.0,1.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0
INTP,NT,INTP vibes,0ZRMpq1J4wBaGXg5lefLSy,50,0.54356,0.1458057360087772,0.66804,0.1592278511172859,-6.304120000000001,2.311390257849512,0.72,0.4535573676110727,0.0464539999999999,0.0276927177490135,0.1740808319999999,0.2053638784772615,0.158212,0.0899053553148293,0.47262,0.1940831811994274,129.84026,32.267868013159685,0.1031550903999999,0.2369990967756132,0.0,7.0,0.0,4.0,3.0,2.0,0.0,1.0,3.0,2.0,3.0,1.0,4.0,3.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0
INTP,NT,INTP Chaos,1so09OI5xQ3clXJTl0Xydp,50,0.61186,0.1605031641877683,0.66006,0.2045600964538892,-6.913779999999999,3.248417029186709,0.7,0.4629100498862757,0.091654,0.1142513344895938,0.20935167,0.271067622821149,0.1664399999999999,0.1199894638231683,0.4877860000000001,0.2376681960899545,128.35384,28.404720146956898,0.0455459643999999,0.1576855334862143,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,6.0,0.0,1.0,4.0,3.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,2.0,0.0
INTP,NT,INTP,2pzsKjtsfD1EeEsKz4ujTP,50,0.63672,0.1443308331152949,0.600742,0.2149062767623056,-7.518719999999999,3.0425730856011484,0.58,0.4985693819032897,0.102666,0.0977054227601247,0.2751146,0.2807256777202068,0.171336,0.111566935632967,0.505132,0.2399859174779952,125.76956,26.344437465891843,0.0809378258,0.2194348818275618,1.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,2.0,0.0,3.0,2.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0
INTP,NT,INTP-T,28Gs8ghiKW5a232jwsj14A,50,0.55462,0.1553104711504656,0.494248,0.2024914150258812,-9.7724,3.929201211857864,0.62,0.4903143514780144,0.07362,0.1041295876319894,0.4237808799999999,0.2880978617059424,0.18316,0.1423549673692276,0.496178,0.2646560241875773,119.51143999999998,30.303940403282777,0.0982347107999999,0.233171825588154,3.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,5.0,0.0,1.0,5.0,1.0,2.0,2.0,0.0,3.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0
INTP,NT,"intp, the deeply misunderstood.",16bswOIWhA24PLeijMdlqy,50,0.54974,0.124075817835018,0.5270999999999999,0.1652182539205987,-8.40528,2.8690173532171643,0.72,0.4535573676110727,0.058598,0.0604178426477152,0.32731894,0.2848136945727504,0.1804039999999999,0.1206138939436286,0.412726,0.2207661703324703,120.3802,28.64241184335009,0.0818275446,0.1944309915698311,1.0,9.0,0.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,3.0,5.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0
INTP,NT,INTP 5w4 music,4tMSHlIrcPLFqtBLrPL7rA,46,0.5111739130434783,0.1893043762301954,0.6130217391304348,0.2180522352434984,-9.726543478260869,4.51110316494029,0.5652173913043478,0.5012062743707415,0.0565173913043478,0.0475127973607477,0.2091100323913043,0.303096475888595,0.1603369565217391,0.1206895859609282,0.4050608695652173,0.239075615633084,128.42991304347825,30.41893647335568,0.1700434569565217,0.2781878217176682,3.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,3.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0
INTP,NT,intp x entp playlist bc i want,6TNWxC7RKabVSsFsRllb4S,50,0.55352,0.1468253495323819,0.579632,0.2131582926620783,-8.59648,5.973949502871375,0.44,0.5014265364224069,0.049122,0.0278250385701183,0.2179019599999999,0.3093091362045923,0.1971,0.1226401954948719,0.382772,0.218652633878581,123.82376,33.91625891272653,0.1750860149999999,0.3031846530305802,2.0,2.0,1.0,4.0,2.0,4.0,3.0,1.0,0.0,5.0,1.0,1.0,2.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,5.0,0.0
INTP,NT,intp5w4.exe,55QsLMV33TDaLjXLLxC9ol,50,0.6114400000000001,0.1239881758681126,0.639,0.1785733714180024,-7.22278,2.2921614902861926,0.4,0.4948716593053935,0.0822079999999999,0.0759377882861748,0.208518,0.243156372821848,0.170534,0.1028087596720538,0.3827299999999999,0.1937018308785807,128.47959999999998,32.75674290703444,0.0514314176,0.1343662067413389,2.0,0.0,1.0,3.0,3.0,4.0,0.0,2.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,4.0,2.0,6.0,1.0,4.0,0.0,0.0,2.0,3.0
INTP,NT,Intp playlist,24UlkFhfF7P9VjaYvoBtml,39,0.5531794871794872,0.1567852825724055,0.5791205128205128,0.2142724362501443,-8.379282051282054,4.841940085004628,0.6923076923076923,0.4675719001195178,0.0486641025641025,0.0370631785439224,0.2863728717948717,0.3103904944939841,0.1759923076923077,0.1011743164429209,0.4542871794871795,0.2372876238033842,129.18053846153845,32.85034214661694,0.1621925543589743,0.2895755256629725,1.0,6.0,0.0,0.0,1.0,3.0,4.0,1.0,3.0,2.0,0.0,3.0,3.0,0.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0
INTP,NT,INTP 5w4 true neutral,7LCVMRrxAXqiNtnjU5dxzz,50,0.55836,0.1170473059781159,0.59294,0.1922563562814302,-7.42834,3.3837435470562625,0.78,0.4184519575964802,0.06222,0.0591733634228739,0.276498096,0.2827658650853473,0.1685159999999999,0.1031658252226848,0.415734,0.2125298707553018,118.15786,29.199706552208745,0.0975927409999999,0.2494137338853365,0.0,10.0,0.0,4.0,3.0,3.0,3.0,2.0,5.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0
INTP,NT,Mad Scientist (intp playlist),1EDBt7jbEtsTrNVmFpX9iJ,50,0.6249199999999999,0.109573540676235,0.7254400000000001,0.1699249726394876,-6.629440000000001,2.9522645832980348,0.58,0.4985693819032897,0.110836,0.0980031023249066,0.1920647699999999,0.2287435690525307,0.166316,0.1140033679416569,0.52664,0.2492153400460848,125.73034,25.47382377858592,0.2255449518,0.3531157161190232,0.0,1.0,2.0,6.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,1.0,3.0
INTP,NT,INTP's mind,1bYaIxcp8p6TwrZ1613PYv,19,0.5677368421052631,0.1260572366053801,0.4104736842105263,0.1808069468985736,-9.52778947368421,4.00424381235358,0.7368421052631579,0.452413928358864,0.0782526315789473,0.0949145894910029,0.4739894736842104,0.3024328518581289,0.1903105263157894,0.1886620520482085,0.3607473684210526,0.1864273208650284,114.14452631578948,29.47948071186017,0.0497935489473684,0.216784200682302,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0
INTP,NT,INTP (PDB),2S0MGQFgAQSPt6HZHkijVJ,50,0.59308,0.1580974692900501,0.6629800000000001,0.1978258861334628,-6.6145000000000005,3.194185937938249,0.58,0.4985693819032897,0.079112,0.0881419787870104,0.1622494079999999,0.2358098733600923,0.157528,0.1091816330520768,0.4485099999999999,0.2493598418235897,123.3962,29.8592423315168,0.0759366948,0.2072034659846315,2.0,6.0,2.0,4.0,1.0,0.0,1.0,1.0,2.0,1.0,5.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,4.0
INTP,NT,intp ,6riKRzKin8NiG8FY7o3aEv,50,0.5577799999999999,0.1210997716508067,0.61694,0.1824214015818923,-7.81038,2.45590163741406,0.6,0.4948716593053935,0.070724,0.0699800337705735,0.225451006,0.256033244878532,0.165586,0.1050837100911964,0.402238,0.2148039722298316,121.43504,27.8196910728017,0.1747354955999999,0.324200381819298,2.0,3.0,4.0,5.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,7.0,5.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0
INTP,NT,INTP songs,55tWFSrWv5N132X6zHIO5v,50,0.5452600000000001,0.1608873113044515,0.59162,0.2146130728087368,-8.61502,3.7962185830381374,0.64,0.4848732213850611,0.064022,0.0628624455230852,0.264237478,0.2969032651361824,0.166824,0.1167754002610243,0.4236839999999999,0.2508817075183979,122.46895999999998,32.18907947213889,0.134867998,0.2770225262776364,2.0,4.0,0.0,2.0,2.0,1.0,2.0,2.0,4.0,4.0,5.0,1.0,2.0,3.0,7.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0
INTP,NT,Intp,5fGuJCj7U1RtlzlwjDKWvh,50,0.5514600000000001,0.1359799219873046,0.6216200000000001,0.2183122543701183,-8.41612,3.3312282385244725,0.7,0.4629100498862757,0.0642459999999999,0.0566766417350864,0.2138220879999999,0.2927986146302598,0.182464,0.1267622292293082,0.45553,0.243078119844092,121.44606,32.6476545048767,0.1552796927999999,0.2868562779740777,1.0,4.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,8.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0
INTP,NT,Intp,0vVN23MoWZAAh0bqynJoLa,50,0.6183799999999999,0.1471058053211486,0.58592,0.1701009112262483,-7.25384,2.603423416212129,0.46,0.5034574339058886,0.082138,0.0701351054488872,0.2257511999999999,0.2090304619695026,0.203558,0.1786512679690204,0.374346,0.2128156577118961,130.11102,28.394448205907423,0.0317780764,0.101140584021566,3.0,2.0,4.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0
INTP,NT,ISTP songs ://,0nESJh03HtCUwKB0Km5pHR,50,0.64622,0.1657298379401653,0.6658399999999999,0.177221337453986,-6.3833400000000005,2.3206503980125737,0.5,0.5050762722761054,0.106846,0.0921134775088613,0.1673433,0.1983369023377873,0.192318,0.1311584735333247,0.48668,0.1948696518816868,121.80674,28.449003916288163,0.0523917664,0.142019872520372,2.0,4.0,1.0,2.0,3.0,7.0,1.0,3.0,2.0,2.0,2.0,4.0,3.0,0.0,2.0,1.0,0.0,5.0,2.0,1.0,1.0,0.0,1.0,1.0
INTP,NT,INTP,21F6wTD7L5oUrZIOR0U3pO,50,0.61842,0.1380678759427656,0.54552,0.1641955330123949,-7.76346,3.1292171363014187,0.56,0.5014265364224069,0.100168,0.0996167173905739,0.2419128199999999,0.2785535441425125,0.13772,0.075321002843747,0.3386799999999999,0.193505963626922,125.32738,27.66770106901709,0.0178103602,0.049137100208539,2.0,8.0,2.0,3.0,1.0,5.0,2.0,6.0,1.0,0.0,1.0,4.0,4.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0
INTP,NT,Lofi for INTPs 🤖,1h9faJ70ZZ4Rll97XL9xTn,43,0.6560232558139536,0.1039233894504099,0.2688613953488372,0.14082303777946,-14.54118604651163,6.003010226052124,0.6046511627906976,0.4947117912155151,0.0796627906976744,0.0884473505572552,0.7415976744186047,0.2350454023905575,0.1551162790697674,0.1372315490767903,0.2806790697674419,0.1693520165332435,105.23423255813954,33.43318174311919,0.8146046511627908,0.1890636249085632,0.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,5.0,3.0,1.0,3.0,1.0,3.0,4.0,2.0,2.0,1.0,0.0,1.0,2.0
INTP,NT,intp 🧬,21XGC1Lh1OeIHevh6cw6pP,50,0.5745199999999999,0.1678239164683493,0.602446,0.2441419185888504,-8.900420000000002,4.935368051077025,0.56,0.5014265364224069,0.0821219999999999,0.0827581016195603,0.27989806,0.3513344484904637,0.194062,0.1423941854035293,0.4294219999999999,0.2564788802937479,123.1701,30.32204452293777,0.2564254772,0.3589708875542344,2.0,1.0,1.0,3.0,5.0,4.0,1.0,1.0,2.0,1.0,3.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0
INTP,NT,INTP 7w8,3j0CIgZG8BlgBJPKEBDLmB,50,0.5169,0.1263395570416066,0.69428,0.180328050270294,-7.21862,2.554225621616549,0.58,0.4985693819032897,0.0496519999999999,0.0432614276043607,0.1837559508,0.2666497877923333,0.18416,0.1367612339153197,0.3994999999999999,0.2177569830647673,129.35096,22.55554239591408,0.1473211999999999,0.2663532372998783,4.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,5.0,0.0,2.0,3.0,2.0,7.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,2.0
INTP,NT,an intp's home,2T5xtBZN7LOrDMTN4nt6Cs,50,0.6093600000000001,0.1170732824746438,0.4224739999999999,0.1869598350514061,-9.88388,4.480764423850111,0.64,0.484873221385061,0.046732,0.024988972588332,0.5557936,0.2896759199854702,0.145024,0.0893365056904488,0.3767839999999999,0.2085535367668436,111.458,26.104650730379483,0.0640037874,0.1906050222583266,1.0,6.0,0.0,4.0,4.0,1.0,4.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,0.0
INTP,NT,-Intp Vibes-,2UtE1uqYUQ0HP7PfCGpJmx,50,0.5471,0.152938196134042,0.60952,0.2432759439360151,-8.52914,4.722598821947639,0.64,0.4848732213850611,0.068198,0.0646646718992429,0.298839648,0.3539759399137226,0.192606,0.1516130364461056,0.4527679999999999,0.241244556618298,121.16320000000002,35.23714019587392,0.2145707439999999,0.3194932031191935,3.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,7.0,0.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0
INTP,NT,INTP,6eOZGG0OJgudvSHtI1R1BM,34,0.5537058823529412,0.1634743107261189,0.5599617647058823,0.1847319795036498,-8.263823529411766,3.838042844602618,0.7058823529411765,0.4624972900628804,0.086385294117647,0.1305845972919887,0.3107176764705882,0.2903482098069562,0.175685294117647,0.099979289165467,0.4124382352941176,0.1967718168023574,129.52876470588237,30.19192551505444,0.0399590273529411,0.1121118600917557,0.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
INTP,NT,Intp (: 🦔,6mmRWYBIeP9i4t4PZXmeR8,50,0.56718,0.1081998698554424,0.5722800000000001,0.2211486747112236,-8.138480000000001,4.282338662221751,0.68,0.4712120714991611,0.062838,0.0549230032102456,0.321538,0.3104302956036531,0.171618,0.1041067989506694,0.45655,0.2316320465738711,121.21794,24.997248041522248,0.0490301322,0.156936411005079,3.0,7.0,1.0,5.0,5.0,4.0,3.0,2.0,4.0,1.0,2.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
INTP,NT,INTPness,4Biv9oIKs5hgWatuP39iwl,50,0.5241,0.1549424185341912,0.71156,0.1836254128515385,-6.56562,3.4324479625943884,0.68,0.471212071499161,0.090568,0.0853076914492952,0.172712178,0.2375261831871458,0.204384,0.1626337419617768,0.464792,0.2249856520051073,123.32824,30.42076253492884,0.0104951601999999,0.040847164498076,3.0,1.0,1.0,6.0,5.0,0.0,1.0,1.0,2.0,2.0,5.0,1.0,0.0,2.0,6.0,0.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0
INTP,NT,INTP,3FzKo0x62TX2WSOK4MKScM,50,0.59416,0.1260747041258005,0.7364400000000001,0.1519413366925484,-6.588819999999999,2.285117347855332,0.7,0.4629100498862756,0.065868,0.0590843687329519,0.241009678,0.2779922779151272,0.177086,0.1291274311425321,0.601638,0.2365589393614976,125.16338000000002,35.799483268924995,0.2817008706,0.3861920238570868,1.0,3.0,3.0,3.0,2.0,2.0,0.0,1.0,4.0,1.0,6.0,3.0,1.0,3.0,4.0,0.0,4.0,2.0,3.0,0.0,0.0,2.0,1.0,1.0
INTP,NT,intp 5w4,5QaFjgYsGHfIbcefcTp90c,50,0.5890000000000001,0.1591441395177878,0.59258,0.2209481507189468,-8.52248,3.821902086764695,0.76,0.4314191105869001,0.0795959999999999,0.0972083958749007,0.410732288,0.3507851704105512,0.216202,0.1594507645715409,0.530316,0.2526425460315544,115.72464,28.805787988230023,0.1188090483999999,0.2609382675761623,1.0,5.0,0.0,3.0,4.0,1.0,4.0,2.0,2.0,1.0,4.0,5.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0
INTP,NT,Xoxo - INTP,05LwueVtwL8jE9T84Yf3Zg,50,0.6858,0.1423880870962833,0.8016199999999999,0.140844521312238,-4.03946,2.224056619177246,0.58,0.4985693819032897,0.108422,0.079553066078241,0.11426772,0.1918276123912194,0.177744,0.1399409571707924,0.6056199999999999,0.1772688365397688,125.05649999999996,28.244481896505743,0.0130270298,0.0910554774337873,2.0,3.0,3.0,5.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,5.0,2.0,0.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0
INTP,NT,intp stuff,4KY8HSJtPxAo8UxzVp5uOw,50,0.6301599999999999,0.1322251265139597,0.5844400000000001,0.1843967727372644,-7.43498,2.732565509717555,0.74,0.443087497693452,0.069496,0.0591513829603539,0.3507206,0.2833680539972056,0.1418759999999999,0.1131801626088391,0.560074,0.2398784818296505,120.72955999999998,33.18802278309794,0.0387920936,0.1463679461608854,0.0,8.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,7.0,2.0,0.0,7.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0
INTP,NT,INTP ME,2Mt2qwmpx4lLdToGxUghiX,50,0.5643,0.1454107833634333,0.53142,0.1908498811706654,-7.8767,2.912831018239185,0.58,0.4985693819032897,0.08001,0.0833157388909128,0.390126,0.3046866774312287,0.168994,0.1086637416012144,0.384198,0.1937421940389351,128.84694,32.87056176010532,0.0419258136,0.1349025363153977,2.0,5.0,1.0,0.0,2.0,5.0,2.0,1.0,6.0,3.0,2.0,6.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0
INTP,NT, INTP,3rFGh7XU6uDXPcZ9a1iCkF,34,0.5692058823529411,0.1399871811039863,0.6627941176470589,0.197897858473991,-7.374882352941176,3.586368947579709,0.6176470588235294,0.4932702180563816,0.0652294117647059,0.0673484360323766,0.247724294117647,0.297251875597878,0.1801323529411764,0.1304072565386308,0.4963823529411764,0.2408485019493906,113.83567647058824,32.74145021104685,0.1930810694117647,0.3350161982116922,2.0,1.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0
INTP,NT,INTP,0esXEzKtOieiQO9MV6TTfZ,50,0.61572,0.1160165435071522,0.7297999999999999,0.1627599960878919,-6.486280000000001,2.7480374595670405,0.54,0.5034574339058886,0.1060019999999999,0.0857272882756829,0.1929102599999999,0.2369267871592068,0.164634,0.1133558179956785,0.50722,0.2512696356425072,129.04282,25.92352404370381,0.2520197246,0.3608903147162521,0.0,1.0,3.0,5.0,4.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,1.0,6.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,4.0
INTP,NT,isfp x intp,72vk0HNNwnOF6vY2eml6NR,50,0.55542,0.1540744704647061,0.5858760000000001,0.2102104907768712,-7.912859999999999,3.175985760583409,0.64,0.484873221385061,0.0565339999999999,0.041233989397494,0.2489687199999999,0.3107327873209496,0.174498,0.1284188801205981,0.406514,0.2443144143625302,129.08308,26.86589181953161,0.1223508292,0.2619887698197555,3.0,1.0,0.0,1.0,5.0,2.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,0.0,5.0,3.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0
INTP,NT,INTP,1tXuPjAbvIATk1E7uMJdDA,50,0.5351,0.1309868742450547,0.6681599999999999,0.1386651170766374,-7.2735,2.8676405735697896,0.4,0.4948716593053936,0.075468,0.0641019769187968,0.1451279419999999,0.1856084891697664,0.210842,0.1471115141236575,0.376882,0.1971242907302861,119.96216,28.30576369760212,0.1804163964,0.327351308632235,2.0,3.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,3.0,4.0,0.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,2.0,0.0,1.0,3.0,1.0
